2388378,brygada+ogniowa,6063,319586,294,19
2335351,dawid1992roko,2557,98453,347,10
1348423,.nowik.,2394,426904,276,41
1296150,lord+Assan,1706,2549132,140,191
1210704,kruczek1999,2394,351012,289,21
2396714,Law91,,164435,318,13
1234837,moniureczka,3807,2023966,161,151
2402210,GUMIS+ok,6063,330190,292,35
381105,szuwarek2,1706,1941334,166,127
590174,marek6283,1472,2884527,132,172
1059434,nanobot,2461,226962,305,20
988977,Krakses127,1706,235311,303,29
988002,mcsun10,263,690168,243,51
666105,nudla,2394,1755953,173,113
466673,cereus,7481,85707,353,7
725748,tymcioxD,2557,772832,235,54
182515,Cesarzowa+I,148,752376,236,54
1191224,S%C5%82onik791,6063,80447,359,8
841267,Wampir7858,45,84200,355,17
1586846,mrkkbz,45,837649,231,87
291701,darek75,5638,105718,342,9
2340444,Robert+Herman,2461,101875,343,11
788304,yanush11,5638,596100,254,45
264128,Rebulus,148,3923997,105,288
2018975,valber,,8521,426,1
2059204,praktyk1,263,714930,238,64
1324940,Anty%C5%9Bwistak,1948,490093,262,35
1965752,imielin12,7704,482625,264,38
2063196,VanHelsink,1472,571581,255,35
835645,Manus+Kwintus,1472,6944449,45,434
424793,Locu-85,45,7829473,38,460
1758594,gro52ek,6063,434419,274,27
73444,Afrodyta28,,55674,377,7
2233807,19LUPO62,2557,1251816,205,82
655241,swit999,1706,394297,282,44
2477912,Alrick,,175,651,1
1520866,%3DD%2AI%2AE%2AG%2AO%3D,7111,357247,288,36
302992,karollo23,2557,605781,252,55
1186482,no1y,2557,1049588,219,76
2134897,OZI2500,1472,1539911,188,98
524577,nolan40,1472,6374845,52,418
1510697,jjakobin,2834,3824,453,1
947531,mjurek,2557,1955185,165,116
1795976,Sirius911,2394,0,692,0
149725,zbysio67,148,5737717,62,421
475466,conan70,263,4642706,83,303
882814,kapmichal7,3807,4553216,86,256
1648684,Mariola+Kozubek,6772,1373,512,1
147715,JackoV,1706,50621,382,8
35254,Integral,6063,509770,259,39
1634058,nick41,148,384295,285,31
706823,SA65,7309,247927,299,18
1855769,akwilia,3807,1040388,220,75
2130405,wessla44,2461,173301,317,18
1754465,lojtek21,2557,488893,263,112
545170,anny,263,9107456,21,530
149606,patys78,2394,307890,297,23
2223710,ATECZYK,5638,140606,329,15
830251,Wampir98,2461,994839,222,105
440675,Wenancjusz,45,803246,233,81
2454536,artur766,7524,5292,445,1
215134,BARKNAGAR,1472,4580902,84,305
641674,QuarkQ,7646,571,584,1
831052,DiViTiO,2557,181471,316,13
372931,BODEK11,1706,12114515,6,711
2177421,TM77,4333,310526,296,22
2466217,adzis,5638,3479,459,1
2178185,Sir+Domus,5638,1133020,212,73
2283808,VIRIAT,1706,1088008,216,110
288229,wieniek1980,1472,9186785,20,517
1054472,W%C5%82adca+Seba,1706,457945,268,29
2200539,wojtas9822,2461,133246,333,14
519823,MaKs007,5825,15455,408,1
1006449,jarmolowicz,1472,8538903,28,493
740347,Dariusz39,1706,2343963,147,168
198294,rokit1,1220,3338175,118,207
1082220,alch01,1948,1235578,207,89
840289,PITER-399,7451,86845,351,9
774223,pawee%C5%82123456789,45,2295312,150,163
2013907,fabian8211,2557,314069,295,28
2028357,tadeusz1951,7113,13903,411,5
592845,ziezak,1706,8218414,34,557
1293941,janciol,2557,747094,237,51
278728,Masud,7309,2004586,163,135
898819,ElMatador1966,1472,2409251,144,138
63568,mauri,1472,508487,260,42
691937,tomiil,2557,134870,331,11
873069,welo,1472,4215204,99,286
1831542,zapamietajqs,6856,1687652,177,120
11640,Spectrum,1472,3182584,123,251
835943,Slawek+26869,1706,2625584,136,194
695710,psik,7691,2747,473,1
2233799,Ketchopolis,7709,2014,488,1
2329105,werti12,,2732,475,1
2246627,Porcelanka,2557,1497505,190,107
647609,anrex,,744,572,1
719259,paulisiek,45,7689153,39,543
488506,siwy44,6063,1324391,199,76
2446094,Arti1632,7710,1251,521,1
900157,xxx.rafcio.xxx,3807,4931392,78,312
563066,king482,263,3337639,119,188
874177,grzeluk,263,8699001,26,491
225181,daro74,7003,33139,392,2
519018,Jusstynka,1706,3487962,116,238
1113624,stopka3333,5638,337403,291,22
600903,ARNI78,,16128,406,2
629525,garterbelt,148,8393712,31,530
2394624,InsaneMolter,5638,8950,425,3
1000963,mneger,2557,322529,293,25
689651,bOLEROR,2461,1602055,185,108
1803458,fan27,2461,52262,379,8
574504,stefan99,2461,2546653,141,176
1576400,pusek16,7003,2030,487,1
298044,NIszczarka,45,10019162,15,647
2265472,M%C5%9ACICIEL111,3807,2969203,128,169
1037433,Zdany+Tylko+Na+Siebie,45,1244793,206,75
2445210,66maniek,2557,83438,356,11
260541,Verce,7683,236994,301,30
38389,game76,148,6380957,51,374
810224,woj205,263,2387204,145,144
1629165,sakwa,,1746375,174,117
2065056,madzia+mada,7630,691913,241,46
2439369,Agnieszka22G,5638,79556,360,9
334355,Lukasz789,3807,5630083,65,334
1451410,sornik,263,667034,247,55
2432666,kaisunaito,5638,445522,273,38
1331339,patryk29092000,1948,298756,298,28
1889801,Thormir,7520,1348283,198,81
1168751,leonzawodowiec82,3807,3688470,114,247
2392844,pogard,2461,192814,313,21
414059,macek12,2557,98940,346,9
2365954,gp84,1706,445724,272,34
451996,Hammer+1982,2557,460768,267,37
423199,Potusek,45,1431927,193,96
480336,jajo+wielki,148,12478621,5,728
904480,Lewap+B,,1524,504,1
811047,paraBUCH,45,4497491,90,350
389729,bogimen,45,4482232,93,275
489798,Leall,1472,1322425,200,90
51090,grzesiek11118,148,3322019,120,213
322125,NITRAM,1706,562973,256,78
467136,kris57,,197,641,1
2218355,raficzek77,7693,48832,384,4
227961,Totemmus,1706,5508606,66,329
386159,ricardooo,6063,417108,280,29
2425616,%3Ddark%3D,7562,142560,327,18
1702934,JAKW,1472,26116,399,2
2252942,Fastbaster,6063,2371491,146,143
78555,Arcziwald,7520,678364,244,43
462491,WALDEMARIS,1472,10993680,10,637
632434,jaro51118,2557,794802,234,62
452612,aranka,1472,2047983,160,153
722541,Helluin,263,8812043,24,616
410723,kobslaw,148,6253202,54,363
2131913,Kriss68,6063,114501,340,12
1513458,jaroslawdziedziura,6063,1300115,203,76
2147230,agatastaliss436,4333,2864501,133,202
2433299,sledz+19998,2461,25900,400,7
606210,ikea,6063,1147398,210,73
332474,jadrys2,1706,1020131,221,65
1935173,lucker908,,0,685,0
445326,Felo1135,148,8318644,32,541
150734,Miko%C5%82ajos,7419,185740,314,16
2083148,adamuspolis,6063,448411,270,33
1921950,Jurajaxd,,175,659,1
2254868,Inmate4859,1948,1652107,180,101
1766982,RAMZES883,1706,1088846,215,99
1292083,pika13,1948,2615798,137,178
310784,pioter1,148,8921196,22,539
536075,Pelikan125,45,1603617,184,111
1418119,Asia14,2394,2114037,159,124
844786,kowalt01,2557,392415,283,27
1844882,jajo100079,1706,56319,376,4
2462247,tojza101,7619,1539,503,1
826742,kozak159158,1706,539581,258,33
1030525,Trabantulla,2394,8410226,30,485
2448460,%C5%BCem+bikini,7629,7308,433,4
1314108,boski+Alfons,6063,1135602,211,78
2040319,kr%C3%B3lestwo+czerwone,,0,682,0
452058,milanis,5638,50991,380,8
384156,arekccc,45,5810370,60,358
1834460,Konstancja333,263,129302,337,13
1452062,lve0,7419,60364,374,5
687892,jelarang,45,2188038,155,161
662570,mistal49,2461,5229,446,2
2448815,Yaroc,,20730,402,6
2226681,St.Paulii,1948,1676385,179,115
488727,Remoss,2394,1608397,183,108
2347606,%2A%2A%2A+Demostenes+%2A%2A%2A,1948,86406,352,16
137347,dzikus6101990,148,8089264,35,520
304379,lukanB,1472,4968550,77,354
1806754,Hulk02,2394,701267,240,52
131219,rzymianie1234,1948,657437,248,51
616239,MaxMario,2394,3250030,121,184
1648351,litwa8989,3807,2304323,149,153
669877,mariusz-pitala,7520,210818,309,20
500508,krzych5,45,5317015,71,331
403852,azorek1967,6063,1071932,217,73
296973,norge0708,1472,388379,284,25
29029,Bodek68,3807,5289601,74,355
2055433,General+10,5638,349735,290,24
533752,Macho74,2394,1310065,201,80
596266,staszek1972,1472,1061869,218,89
219815,SKOWRONp,7520,4489628,91,267
2450191,lumos1,7520,132139,335,10
535502,rosutec,263,4318685,98,278
1015662,%2ASELENIA%2A,3807,2951949,129,205
1753954,traxit,148,383389,286,37
2122254,Aneta34sos,148,2237803,153,149
2097170,tomeu72,1706,428013,275,31
2415135,HellMonster,5638,944875,226,67
496985,moliadon,263,2194359,154,167
1185291,SzymorexPL,263,6895495,46,425
2170749,anderis,6548,1806296,171,130
899678,artfilmfoto,263,6006928,58,384
1227967,anpu,,8068,429,1
513002,1Wiking,263,9966907,16,668
938374,BasiejkaXD,929,7134758,42,411
1002141,snooker1234565,263,5455822,67,348
2160778,KERIM1963,6063,1853058,170,130
333522,czarnoksieznik+ozz,1706,2145112,157,147
1997228,Dark+Antares,1472,133803,332,11
455997,Symorin,45,5315491,72,384
2384281,Katti777,1472,1470931,191,88
666408,krzysatof,263,1870369,169,138
336166,TeddyTheBeer,5638,75136,361,8
591608,Boguszyn,3807,3092486,126,210
2394768,Slepy321,5638,121035,339,9
686461,gromala1,3807,6454352,50,372
2132038,%2A%2A%2ACEZAR%2A%2A%2A,6063,641451,249,58
866601,Paulus60,2557,7355607,41,415
17128,tomexxd,1948,2253736,152,168
2275455,smal05,2394,422872,278,26
2463804,Ania.111,1948,23502,401,4
284730,headshot123,263,7387920,40,463
821984,Deception40,45,11055540,9,622
643445,tukan27,1472,9838984,18,594
2062169,Zuko78,7479,10915,419,1
1975451,Danielpoczta,2557,3839970,108,246
2343211,premus1960,,2740,474,1
2380424,Zmora20,7680,20304,403,5
1588990,ave40,2557,8249931,33,503
1467466,wloab123,263,2709978,134,192
871959,Borek39,,0,672,0
1911954,jankess88,6063,4434925,94,303
248216,domesw1,1472,10024235,14,595
700178,Pawass,7419,1558266,186,121
2264863,sigi2,6063,1677440,178,117
1969477,Jvatar,7150,1217964,208,103
1215962,kamiul147,1706,230263,304,17
396248,elizmar32,929,243259,300,25
965189,kacper200044,3807,4006123,103,248
2283883,andrzej+VIII,,100946,345,50
4224,BonkZeusa,263,8887220,23,502
454735,Locu,45,15116618,1,868
2455081,lukasz0404,5638,80958,358,7
657317,adumszkapod,1472,4152819,102,295
2048123,Miki+RikiTiki,2557,3101438,125,200
1003884,mccyg3,3807,10187486,12,609
672615,pawel4568,1472,6243743,55,382
1089167,2012adam,1948,62432,370,5
2417892,Wladmir,2461,198646,311,23
2362115,miraxus+59,7718,101239,344,12
761670,brendi122,263,4504163,89,301
2445070,Oathbreaker,2461,161520,319,15
2404369,zwaberty,1472,1181953,209,90
774507,kr%C3%B3ledyp,6063,3912466,106,236
40610,lool1111,148,3822329,109,262
1342886,Muflon62,148,12072899,7,680
2438783,pablo1967,1706,220572,307,15
283830,dwmdw,3807,670341,246,48
338991,patryk082,1948,6471035,49,367
904277,rafkra1978,2557,953657,225,77
1394882,Lewusekk,,1539972,187,100
2307351,ja2626,6856,212972,308,15
1018083,blady1000,3807,9910982,17,645
535225,damian0900,1706,3885675,107,268
1275512,komsone2,263,129549,336,11
125505,sarapter,2557,873647,229,50
2339648,llvllarihuana,6063,447824,271,33
1232795,JanuszM,263,4859692,79,338
1855316,jaceksokol,5638,3480003,117,232
700869,rafa%C5%820707,5814,6309670,53,362
598413,miecz+gwiezdny,4333,2169974,156,168
8187,robsk,148,5399182,69,388
984582,hades+77,7524,198302,312,27
2287087,startrek+wks,7524,4724,448,1
1974415,marlov,1472,1700512,175,135
1877128,S.G-1,,202,636,1
2203543,Siopy,,763,569,1
2311646,Ja65,6063,1527910,189,112
498313,marek1366,263,5298148,73,344
536300,deculla,148,6156650,56,351
2273897,TOM-TOMECKI,,767,568,1
2307507,elfisher2,7130,419528,279,53
551716,godzia20,1472,5678591,64,355
803585,Darkmatex,263,235891,302,16
639442,kry%C5%82ow,2394,4771860,80,343
691333,rafal1508,45,6823779,47,417
865532,nekron1,3807,3718399,112,223
1063140,germania12,,2681,477,2
2317716,DESTRUKTORR,263,32400,394,7
269549,radek40haga,263,5421533,68,330
2373114,kajawiktor,2557,1647161,181,99
1652482,Devill85,5638,691400,242,47
1547642,lukas1442,148,4508203,88,293
